https://par-fr-ping.vultr.com,Vultr,Unknown,Paris,France,108.61.209.127;
https://lon-gb-ping.vultr.com,Vultr,Unknown,London,UK,108.61.196.101;
https://ams-nl-ping.vultr.com,Vultr,Unknown,Amsterdam,Netherlands,108.61.198.102;
https://waw-pl-ping.vultr.com,Vultr,Unknown,Warsaw,Poland,70.34.242.24;
https://sto-se-ping.vultr.com,Vultr,Unknown,Stockholm,Sweden,70.34.194.86;
https://hnd-jp-ping.vultr.com,Vultr,Unknown,Tokyo,Japan,108.61.201.151;
https://sel-kor-ping.vultr.com,Vultr,Unknown,Seoul,Korea,141.164.34.61;
https://sgp-ping.vultr.com,Vultr,Unknown,Seoul,Korea,45.32.100.168;
https://syd-au-ping.vultr.com,Vultr,Unknown,Sydney,Australia,108.61.212.117;
https://mel-au-ping.vultr.com,Vultr,Unknown,Melbourne,Australia,67.219.110.24;
https://speedtest.newark.linode.com/,Linode,US East,Newark,East,50.116.57.237;
https://speedtest.atlanta.linode.com/,Linode,US Southeast,Atlanta,Southeast,192.155.94.157;
https://speedtest.dallas.linode.com/,Linode,US Central,Dallas,Central,50.116.25.154;
https://speedtest.fremont.linode.com/,Linode,US West,Fremont,West,50.116.14.9;
https://speedtest.toronto1.linode.com/,Linode,CA Central,Toronto,Central,172.105.30.21;
https://speedtest.frankfurt.linode.com/,Linode,Germany,Frankfurt,Unknown,139.162.130.8;
https://speedtest.london.linode.com/,Linode,UK,London,Unknown,176.58.107.39;
https://speedtest.singapore.linode.com/,Linode,AP South,Singapore,South,139.162.23.4;
https://speedtest.syd1.linode.com/,Linode,AP Southeast,Sydney,Southeast,172.105.174.7;
https://speedtest.tokyo2.linode.com/,Linode,AP Northeast,Tokyo,Northeast,139.162.65.37;
https://speedtest.mumbai1.linode.com/,Linode,AP West,Mumbai,West,172.105.33.31;
